,Name,Club,Nationality,Age,Overall,Height,Weight,Position,Preferred Foot,Value,Wage,Acceleration,Finishing,Vision,BallControl,Dribbling,Strength
3659,A. Bamba,Angers SCO,Ivory Coast,28,72,182.88,159,RWB,Right,2500000.0,16000,80.0,28.0,58.0,69.0,61.0,72.0
3660,R. Quioto,Houston Dynamo,Honduras,26,72,180.34,172,LM,Right,3300000.0,7000,81.0,70.0,68.0,69.0,73.0,65.0
3661,Santi da Bruma,Bahia,Brazil,34,72,172.72,148,ST,Right,1600000.0,11000,87.0,73.0,68.0,75.0,74.0,42.0
3662,Y. En-Nesyri,CD Leganés,Morocco,21,72,193.04,172,LS,Left,4400000.0,17000,75.0,73.0,49.0,72.0,74.0,64.0
3663,S. Jung,VfL Wolfsburg,Germany,28,72,177.8,159,RB,Right,2500000.0,27000,71.0,42.0,64.0,74.0,71.0,66.0
3664,R. Matos,Hellas Verona,Brazil,25,72,182.88,174,RW,Right,3900000.0,19000,75.0,67.0,60.0,79.0,79.0,66.0
3665,Thiago Alminxa,América FC (Minas Gerais),Brazil,26,72,182.88,157,ST,Right,3400000.0,14000,81.0,72.0,53.0,74.0,75.0,71.0
3666,J. Lucumi,Atlético Nacional,Colombia,23,72,177.8,139,LM,Right,4600000.0,4000,80.0,69.0,64.0,71.0,76.0,58.0
3667,T. Chevalier,KV Kortrijk,France,31,72,177.8,176,LS,Right,2700000.0,12000,79.0,74.0,68.0,71.0,73.0,68.0
3668,S. Polter,1. FC Union Berlin,Germany,27,72,190.5,205,ST,Right,3600000.0,24000,65.0,74.0,50.0,67.0,63.0,90.0
3669,M. Møller Dæhli,FC St. Pauli,Norway,23,72,177.8,157,LM,Right,4200000.0,12000,83.0,53.0,69.0,80.0,80.0,46.0
3670,O. Boumal,Yokohama F. Marinos,Cameroon,28,72,182.88,148,RM,Left,3100000.0,6000,86.0,63.0,68.0,71.0,72.0,65.0
3671,K. Boyd,Kilmarnock,Scotland,34,72,185.42,183,ST,Right,1600000.0,7000,40.0,75.0,53.0,70.0,55.0,88.0
3672,Douglas,Sivasspor,Brazil,27,72,170.18,132,RB,Right,2600000.0,71000,78.0,59.0,60.0,70.0,79.0,54.0
3673,M. Malyshev,Shakhtar Donetsk,Ukraine,25,72,180.34,168,CDM,Right,3600000.0,1000,70.0,58.0,57.0,70.0,64.0,73.0
3674,M. Zaracho,Racing Club,Argentina,20,72,170.18,141,RM,Right,6000000.0,11000,89.0,60.0,70.0,72.0,77.0,55.0
3675,M. Shaparenko,Dynamo Kyiv,Ukraine,19,72,177.8,159,CAM,Right,6000000.0,1000,59.0,70.0,75.0,71.0,72.0,50.0
3676,J. Boye,FC Metz,Ghana,31,72,182.88,161,LCB,Right,2100000.0,6000,73.0,36.0,51.0,58.0,54.0,75.0
3677,V. Regini,Sampdoria,Italy,27,72,185.42,174,LB,Left,2600000.0,21000,68.0,32.0,30.0,64.0,56.0,72.0
3678,H. Martín,Club América,Mexico,25,72,177.8,161,ST,Right,4000000.0,41000,78.0,73.0,66.0,71.0,72.0,47.0
3679,C. Galano,Foggia,Italy,27,72,170.18,152,RS,Left,3300000.0,30000,91.0,67.0,67.0,72.0,70.0,62.0
3680,Cristian Lodeira,Vitória,Brazil,26,72,172.72,146,ST,Right,3400000.0,11000,82.0,70.0,54.0,72.0,75.0,45.0
3681,Josué Sá,Kasimpaşa SK,Portugal,26,72,187.96,172,CB,Right,3300000.0,13000,51.0,34.0,34.0,68.0,63.0,76.0
3682,L. Menossi,Club Atlético Tigre,Argentina,24,72,170.18,154,RDM,Right,4000000.0,10000,83.0,49.0,68.0,72.0,68.0,36.0
3683,Adrián Marín,Deportivo Alavés,Spain,21,72,185.42,172,LB,Left,4099999.9999999995,11000,68.0,40.0,53.0,73.0,69.0,72.0
3684,Aleñá,FC Barcelona,Spain,20,72,180.34,161,CM,Left,6000000.0,58000,78.0,66.0,74.0,75.0,76.0,63.0
3685,D. Maresic,SK Sturm Graz,Austria,18,72,182.88,163,LCB,Right,4500000.0,6000,59.0,26.0,53.0,54.0,45.0,74.0
3686,O. Lewicki,Malmö FF,Sweden,25,72,170.18,150,LCM,Right,3300000.0,5000,62.0,45.0,65.0,66.0,57.0,70.0
3687,P. Bernardoni,Nîmes Olympique,France,21,72,190.5,172,GK,Left,3900000.0,13000,31.0,13.0,21.0,25.0,16.0,46.0
3688,Walter Silvieiro,Sport Club do Recife,Brazil,26,72,177.8,154,ST,Right,3400000.0,14000,73.0,77.0,61.0,67.0,63.0,59.0
3689,M. Waghorn,Derby County,England,28,72,177.8,183,ST,Left,3200000.0,34000,67.0,75.0,64.0,64.0,67.0,79.0
3690,D. Álvarez,Club Necaxa,Mexico,23,72,175.26,154,RM,Right,4200000.0,9000,89.0,52.0,66.0,72.0,77.0,66.0
3691,M. Castagnetti,US Cremonese,Italy,28,72,180.34,157,CM,Left,3100000.0,4000,74.0,65.0,63.0,70.0,67.0,77.0
3692,A. Davies,Vancouver Whitecaps FC,Canada,17,72,180.34,159,RM,Left,6000000.0,3000,92.0,64.0,65.0,73.0,76.0,69.0
3693,L. Mabiala,Portland Timbers,DR Congo,30,72,187.96,176,RCB,Right,2300000.0,6000,40.0,38.0,64.0,56.0,51.0,88.0
3694,Y. Abdelhamid,Stade de Reims,Morocco,30,72,190.5,183,LCB,Left,2300000.0,13000,50.0,24.0,32.0,55.0,17.0,82.0
3695,P. Rubio,CD Everton de Viña del Mar,Chile,29,72,175.26,163,ST,Right,3100000.0,10000,74.0,74.0,56.0,70.0,69.0,71.0
3696,C. Strandberg,Malmö FF,Sweden,22,72,185.42,187,ST,Left,4300000.0,6000,79.0,70.0,59.0,68.0,67.0,90.0
3697,A. Shabanov,Dynamo Kyiv,Ukraine,26,72,187.96,174,CB,Right,3400000.0,1000,58.0,23.0,28.0,48.0,23.0,72.0
3698,G. Brugman,Pescara,Uruguay,25,72,175.26,146,CM,Right,3700000.0,4000,74.0,48.0,75.0,72.0,69.0,59.0
3699,Josué da Feira,Vitória,Brazil,26,72,177.8,157,ST,Right,3400000.0,11000,70.0,75.0,50.0,77.0,68.0,53.0
3700,C. Pinsoglio,Juventus,Italy,28,72,193.04,187,GK,Left,2200000.0,44000,43.0,11.0,35.0,22.0,18.0,60.0
3701,W. Foderingham,Rangers FC,England,27,72,185.42,165,GK,Left,2600000.0,26000,46.0,13.0,67.0,28.0,12.0,71.0
3702,D. Arias,Once Caldas,Colombia,33,72,172.72,163,CDM,Right,1300000.0,3000,67.0,53.0,65.0,74.0,67.0,64.0
3703,D. Bouanga,Nîmes Olympique,Gabon,23,72,180.34,157,LM,Right,4200000.0,12000,79.0,74.0,64.0,71.0,75.0,68.0
3704,M. Olunga,Kashiwa Reysol,Kenya,24,72,193.04,187,ST,Left,4400000.0,8000,66.0,73.0,43.0,71.0,70.0,85.0
3705,Murilo,SC Braga,Brazil,23,72,177.8,159,RM,Left,4300000.0,9000,85.0,69.0,62.0,76.0,77.0,70.0
3706,T. Trybull,Norwich City,Germany,25,72,180.34,159,CDM,Right,3200000.0,18000,66.0,35.0,63.0,67.0,63.0,74.0
3707,I. Kiese Thelin,Bayer 04 Leverkusen,Sweden,26,72,187.96,181,ST,Right,3800000.0,16000,46.0,71.0,72.0,72.0,65.0,85.0
3708,T. Cardona,Godoy Cruz,Argentina,22,72,185.42,168,LCB,Left,3600000.0,9000,46.0,48.0,33.0,61.0,50.0,83.0
3709,C. Fassnacht,BSC Young Boys,Switzerland,24,72,185.42,170,RM,Right,3900000.0,14000,79.0,70.0,66.0,74.0,69.0,68.0
3710,Y. Ouattara,,Ivory Coast,34,72,175.26,157,RW,Left,,0,87.0,64.0,63.0,71.0,75.0,57.0
3711,Quique,Deportivo de La Coruña,Spain,28,72,175.26,148,RS,Left,3200000.0,9000,75.0,72.0,62.0,65.0,68.0,73.0
3712,M. Günok,Medipol Başakşehir FK,Turkey,29,72,195.57999999999998,203,GK,Right,2400000.0,14000,55.0,15.0,51.0,25.0,15.0,71.0
3713,T. Kalas,Bristol City,Czech Republic,25,72,182.88,176,LCB,Right,3400000.0,26000,71.0,38.0,48.0,64.0,61.0,76.0
3714,A. Briançon,Nîmes Olympique,France,23,72,185.42,174,RCB,Right,3400000.0,11000,66.0,34.0,65.0,60.0,45.0,81.0
3715,S. Abdullahi,Bursaspor,Nigeria,25,72,180.34,159,CB,Right,3300000.0,12000,75.0,36.0,64.0,68.0,62.0,76.0
3716,L. Štetina,Sparta Praha,Slovakia,26,72,185.42,187,CB,Right,3100000.0,1000,61.0,21.0,44.0,54.0,41.0,88.0
3717,K. Kerschbaumer,FC Ingolstadt 04,Austria,26,72,180.34,170,RDM,Right,3600000.0,19000,69.0,63.0,75.0,70.0,67.0,70.0
3718,J. Tallo,Vitória Guimarães,Ivory Coast,25,72,185.42,176,ST,Right,4099999.9999999995,8000,67.0,71.0,63.0,71.0,73.0,76.0
3719,P. Díaz,Al Ahli,Chile,23,72,180.34,154,LCB,Right,3700000.0,20000,77.0,37.0,55.0,67.0,62.0,77.0
3720,C. Gruezo,FC Dallas,Ecuador,23,72,170.18,148,CDM,Right,3700000.0,5000,67.0,41.0,58.0,70.0,60.0,72.0
3721,P. Gallese,Tiburones Rojos de Veracruz,Peru,28,72,187.96,170,GK,Right,2500000.0,5000,45.0,20.0,59.0,22.0,19.0,49.0
3722,J. Morrison,West Bromwich Albion,Scotland,32,72,177.8,141,LCM,Right,2400000.0,24000,60.0,70.0,72.0,75.0,73.0,61.0
3723,J. Foyth,Tottenham Hotspur,Argentina,20,72,187.96,152,CB,Right,5500000.0,33000,71.0,43.0,52.0,69.0,66.0,71.0
3724,D. Villalva,Querétaro,Argentina,25,72,160.02,137,RW,Right,3700000.0,7000,79.0,65.0,69.0,74.0,78.0,32.0
3725,B. Acosta,CD Tenerife,Honduras,24,72,175.26,161,LM,Right,4099999.9999999995,7000,83.0,62.0,75.0,68.0,64.0,78.0
3726,R. Vargas,Newcastle Jets,Venezuela,31,72,175.26,154,CAM,Right,2700000.0,4000,74.0,69.0,69.0,74.0,74.0,58.0
3727,M. Ducksch,Fortuna Düsseldorf,Germany,24,72,187.96,174,ST,Right,4099999.9999999995,20000,64.0,73.0,53.0,71.0,64.0,74.0
3728,N. Asare,KAA Gent,Ghana,31,72,172.72,146,LB,Left,2000000.0,14000,70.0,48.0,71.0,71.0,69.0,64.0
3729,J. Gressel,Atlanta United,Germany,24,72,185.42,185,RM,Right,4300000.0,6000,72.0,66.0,72.0,70.0,69.0,76.0
3730,T. Oar,Central Coast Mariners,Australia,26,72,172.72,146,LM,Left,3300000.0,3000,84.0,53.0,71.0,70.0,75.0,49.0
3731,Fernando Bob,Minnesota United FC,Brazil,30,72,180.34,172,RDM,Left,2300000.0,6000,66.0,61.0,67.0,71.0,67.0,75.0
3732,C. Bernardi,Club Atlético Colón,Argentina,28,72,177.8,161,RM,Right,3100000.0,11000,79.0,65.0,70.0,73.0,75.0,64.0
3733,H. Dalsgaard,Brentford,Denmark,28,72,193.04,179,RB,Right,2500000.0,29000,77.0,58.0,58.0,67.0,66.0,73.0
3734,G. Barry,West Bromwich Albion,England,37,72,182.88,172,CDM,Left,425000.0,16000,30.0,56.0,68.0,76.0,68.0,74.0
3735,J. Bottinelli,Unión de Santa Fe,Argentina,33,72,180.34,174,LCB,Left,1300000.0,10000,33.0,35.0,41.0,53.0,45.0,76.0
3736,D. Dibusz,,Hungary,27,72,187.96,179,GK,Right,,0,27.0,15.0,18.0,20.0,16.0,36.0
3737,I. Diomandé,Stade Malherbe Caen,Ivory Coast,25,72,182.88,181,CDM,Right,3500000.0,14000,63.0,47.0,58.0,69.0,67.0,75.0
3738,Y. Al Shahrani,Al Hilal,Saudi Arabia,26,72,170.18,134,LB,Right,3100000.0,24000,87.0,48.0,61.0,70.0,67.0,58.0
3739,N. Boilesen,FC København,Denmark,26,72,185.42,165,LB,Left,3100000.0,14000,73.0,42.0,61.0,71.0,67.0,68.0
3740,S. Ben Youssef,Kasimpaşa SK,Tunisia,29,72,187.96,181,LCB,Right,2700000.0,11000,61.0,38.0,53.0,53.0,50.0,85.0
3741,G. Sara,Club Atlético Lanús,Argentina,30,72,182.88,185,GK,Right,2000000.0,10000,41.0,15.0,45.0,17.0,20.0,70.0
3742,J. Otero,Amiens SC,Colombia,23,72,182.88,154,RM,Right,4400000.0,12000,89.0,76.0,69.0,70.0,70.0,78.0
3743,A. Biyogo Poko,Göztepe SK,Gabon,25,72,172.72,159,RDM,Right,3900000.0,17000,75.0,58.0,70.0,74.0,76.0,69.0
3744,L. Castellanos,Independiente Santa Fe,Colombia,34,72,182.88,172,GK,Right,1300000.0,3000,42.0,18.0,51.0,23.0,15.0,62.0
3745,N. Maraš,GD Chaves,Serbia,22,72,185.42,172,RCB,Right,3900000.0,6000,66.0,38.0,46.0,60.0,51.0,73.0
3746,T. Letschert,FC Utrecht,Netherlands,25,72,187.96,185,RCB,Right,3300000.0,28000,69.0,52.0,55.0,65.0,57.0,81.0
3747,F. Fontanini,Newell's Old Boys,Argentina,28,72,180.34,176,LCB,Right,2800000.0,13000,32.0,34.0,32.0,50.0,49.0,80.0
3748,A. Hruška,Viktoria Plzeň,Czech Republic,32,72,193.04,194,GK,Right,1800000.0,1000,28.0,12.0,19.0,19.0,13.0,47.0
3749,Martos,Sporting de Charleroi,Spain,34,72,180.34,163,LCB,Right,950000.0,10000,63.0,28.0,52.0,65.0,58.0,64.0
3750,J. Jeanvier,Brentford,France,25,72,185.42,185,CB,Right,3400000.0,26000,68.0,30.0,37.0,60.0,44.0,81.0
3751,J. Tagueu,Clube Sport Marítimo,Cameroon,24,72,177.8,172,ST,Left,4000000.0,8000,70.0,71.0,55.0,70.0,72.0,73.0
3752,C. Terzi,Spezia,Italy,34,72,180.34,152,RCB,Right,950000.0,4000,32.0,29.0,39.0,58.0,44.0,77.0
3753,I. Piris,Newell's Old Boys,Paraguay,29,72,172.72,161,RB,Right,2400000.0,29000,84.0,40.0,46.0,69.0,66.0,64.0
3754,S. Moreira,Toulouse Football Club,France,23,72,177.8,159,RB,Right,3600000.0,16000,70.0,26.0,68.0,64.0,63.0,62.0
3755,Aketxe,Cádiz CF,Spain,24,72,175.26,148,CAM,Left,4300000.0,6000,69.0,69.0,71.0,73.0,70.0,59.0
3756,S. Rieks,Malmö FF,Denmark,31,72,185.42,165,LWB,Right,2700000.0,6000,74.0,73.0,73.0,74.0,72.0,66.0
3757,F. Moubandje,Toulouse Football Club,Switzerland,28,72,180.34,163,LB,Left,2500000.0,19000,70.0,42.0,57.0,71.0,70.0,77.0
3758,P. Ankersen,FC København,Denmark,27,72,177.8,165,RB,Right,2600000.0,14000,82.0,58.0,66.0,70.0,69.0,63.0
3759,C. Falletti,Palermo,Uruguay,25,72,170.18,143,RF,Right,3900000.0,21000,79.0,60.0,66.0,78.0,77.0,62.0
3760,Allano,Bursaspor,Brazil,23,72,182.88,161,RM,Left,4600000.0,13000,78.0,66.0,67.0,77.0,81.0,61.0
3761,J. Morávek,FC Augsburg,Czech Republic,28,72,180.34,170,CM,Right,3100000.0,18000,50.0,66.0,72.0,74.0,75.0,66.0
3762,C. Riaño,Club Necaxa,Argentina,29,72,177.8,165,ST,Right,3100000.0,12000,77.0,69.0,66.0,71.0,70.0,74.0
3763,Aythami Artiles,Córdoba CF,Spain,32,72,182.88,172,LCB,Right,1800000.0,7000,31.0,58.0,39.0,59.0,50.0,82.0
3764,J. Risdon,Western Sydney Wanderers,Australia,25,72,167.64000000000001,154,RB,Right,3200000.0,7000,78.0,48.0,57.0,68.0,64.0,79.0
3765,E. Alioski,Leeds United,FYR Macedonia,26,72,172.72,139,LM,Left,3700000.0,30000,85.0,70.0,71.0,68.0,67.0,58.0
3766,C. Robinson,Preston North End,Republic of Ireland,23,72,177.8,165,LM,Right,4600000.0,10000,85.0,73.0,71.0,72.0,74.0,65.0
3767,S. Bastien,Standard de Liège,Belgium,21,72,175.26,161,CAM,Right,4800000.0,9000,78.0,52.0,68.0,78.0,78.0,53.0
3768,João Talocha,Boavista FC,Portugal,28,72,180.34,165,LB,Left,2500000.0,7000,69.0,31.0,37.0,68.0,65.0,69.0
3769,J. Pollersbeck,Hamburger SV,Germany,23,72,195.57999999999998,192,GK,Right,3200000.0,7000,24.0,12.0,58.0,19.0,14.0,63.0
3770,M. Abeid,Dijon FCO,Algeria,25,72,177.8,187,CDM,Right,3200000.0,10000,60.0,67.0,67.0,74.0,75.0,76.0
3771,M. Rzatkowski,New York Red Bulls,Germany,28,72,172.72,146,CM,Left,3100000.0,26000,77.0,60.0,70.0,72.0,73.0,56.0
3772,Marcão,GD Chaves,Brazil,22,72,185.42,179,LCB,Right,3600000.0,6000,59.0,23.0,32.0,53.0,36.0,75.0
3773,Álvaro,Real Zaragoza,Spain,27,72,182.88,172,ST,Right,3600000.0,20000,73.0,75.0,60.0,68.0,69.0,74.0
3774,B. Perlaza,Independiente Santa Fe,Colombia,26,72,187.96,183,RDM,Right,3200000.0,4000,48.0,41.0,64.0,67.0,65.0,85.0
3775,R. Sallai,SC Freiburg,Hungary,21,72,182.88,170,LW,Right,4600000.0,13000,76.0,70.0,73.0,75.0,76.0,54.0
3776,B. Kamara,Olympique de Marseille,France,18,72,177.8,150,CB,Right,6000000.0,11000,70.0,30.0,62.0,73.0,62.0,72.0
3777,T. Beugelsdijk,ADO Den Haag,Netherlands,27,72,193.04,174,CB,Right,2600000.0,7000,48.0,34.0,42.0,55.0,41.0,83.0
3778,G. Giménez,Vélez Sarsfield,Argentina,26,72,182.88,176,RCM,Left,3600000.0,11000,55.0,62.0,72.0,74.0,75.0,85.0
3779,K. Lafferty,Rangers FC,Northern Ireland,30,72,193.04,194,ST,Right,3000000.0,38000,67.0,71.0,67.0,67.0,66.0,80.0
3780,L. Díaz,Junior FC,Colombia,21,72,180.34,161,LM,Right,5500000.0,3000,87.0,72.0,65.0,68.0,78.0,60.0
3781,L. Benito,BSC Young Boys,Switzerland,26,72,182.88,187,LB,Left,3200000.0,15000,78.0,41.0,64.0,67.0,62.0,72.0
3782,Raúl Lizoain,AD Alcorcón,Spain,27,72,185.42,176,GK,Left,2500000.0,6000,47.0,12.0,44.0,15.0,12.0,52.0
3783,L. Reyes,Club Atlas,Chile,27,72,175.26,165,CDM,Right,3500000.0,16000,70.0,58.0,67.0,71.0,68.0,69.0
3784,P. Bardsley,Burnley,Scotland,33,72,180.34,174,RB,Right,1200000.0,32000,57.0,47.0,59.0,70.0,66.0,76.0
3785,Jonas Damasto,Paraná,Brazil,34,72,177.8,152,LB,Left,875000.0,14000,82.0,40.0,40.0,57.0,61.0,58.0
3786,P. Da Silva,,Paraguay,38,72,180.34,168,RCB,Right,,0,34.0,29.0,55.0,57.0,52.0,81.0
3787,M. Rodríguez,U.N.A.M.,Chile,23,72,170.18,150,LM,Right,4300000.0,14000,92.0,70.0,67.0,71.0,73.0,64.0
3788,J. Hugill,Middlesbrough,England,26,72,182.88,187,ST,Right,3900000.0,51000,69.0,72.0,57.0,67.0,67.0,85.0
3789,Thiago Cionek,SPAL,Poland,32,72,182.88,176,RCB,Right,1800000.0,10000,67.0,22.0,36.0,56.0,46.0,83.0
3790,A. Struna,Palermo,Slovenia,27,72,190.5,190,RCB,Right,2900000.0,3000,65.0,24.0,59.0,60.0,61.0,93.0
3791,R. Salinas,Deportivo Toluca,Mexico,30,72,180.34,172,RB,Right,2200000.0,16000,69.0,62.0,68.0,70.0,69.0,70.0
3792,Salva Sevilla,RCD Mallorca,Spain,34,72,177.8,157,LCM,Right,1500000.0,8000,44.0,59.0,78.0,74.0,70.0,62.0
3793,Y. Bissouma,Brighton & Hove Albion,Mali,21,72,182.88,176,CM,Right,5000000.0,23000,74.0,50.0,72.0,74.0,75.0,67.0
3794,M. Rohdén,Crotone,Sweden,27,72,182.88,168,CM,Right,3200000.0,4000,70.0,63.0,68.0,70.0,68.0,71.0
3795,M. Demir,Sivasspor,Turkey,26,72,180.34,152,ST,Right,3800000.0,12000,74.0,68.0,67.0,73.0,74.0,64.0
3796,D. Lezcano,FC Ingolstadt 04,Paraguay,28,72,177.8,174,ST,Right,3200000.0,21000,81.0,71.0,77.0,73.0,72.0,67.0
3797,J. Puncheon,Crystal Palace,England,32,72,172.72,146,CM,Left,2400000.0,35000,61.0,66.0,74.0,74.0,71.0,64.0
3798,M. Abarhoun,Moreirense FC,Morocco,29,72,187.96,165,RCB,Right,2400000.0,5000,48.0,28.0,28.0,59.0,39.0,75.0
3799,W. Owusu,Royal Antwerp FC,Ghana,28,72,185.42,163,ST,Right,3200000.0,11000,63.0,75.0,64.0,58.0,64.0,75.0
3800,Rúben Fernandes,Portimonense SC,Portugal,32,72,185.42,172,LCB,Left,1800000.0,7000,61.0,39.0,52.0,62.0,47.0,75.0
3801,E. López,Guadalajara,Mexico,23,72,167.64000000000001,146,CAM,Left,4099999.9999999995,23000,76.0,68.0,70.0,76.0,78.0,48.0
3802,O. Rivero,Club Atlas,Uruguay,26,72,187.96,181,ST,Right,3900000.0,17000,72.0,72.0,53.0,69.0,68.0,80.0
3803,Joshuando Sá,Santos,Brazil,34,72,182.88,179,LB,Left,875000.0,12000,71.0,41.0,49.0,61.0,63.0,72.0
3804,L. Martínez,Defensa y Justicia,Argentina,20,72,175.26,154,RCB,Left,4000000.0,7000,61.0,26.0,64.0,67.0,64.0,65.0
3805,O. Şişmanoğlu,Yeni Malatyaspor,Germany,28,72,185.42,183,ST,Right,3200000.0,13000,72.0,72.0,63.0,68.0,67.0,74.0
3806,A. Zaldívar,Guadalajara,Mexico,24,72,177.8,168,ST,Left,4200000.0,25000,79.0,71.0,58.0,72.0,68.0,77.0
3807,D. Guzman,Portland Timbers,Costa Rica,28,72,177.8,174,CM,Right,2800000.0,6000,64.0,53.0,70.0,68.0,67.0,68.0
3808,J. Jones,Kilmarnock,Northern Ireland,23,72,175.26,134,LM,Right,4200000.0,5000,90.0,62.0,62.0,74.0,77.0,37.0
3809,J. Güemez,Querétaro,Mexico,26,72,172.72,163,CM,Right,3000000.0,8000,69.0,61.0,67.0,71.0,64.0,86.0
3810,Jeff Meirson,América FC (Minas Gerais),Brazil,26,72,177.8,170,LB,Left,2600000.0,11000,71.0,41.0,66.0,61.0,56.0,70.0
3811,Camacho,CD Nacional,Portugal,24,72,170.18,165,LW,Right,4300000.0,9000,79.0,64.0,64.0,74.0,75.0,51.0
3812,Nuno da Costa,RC Strasbourg Alsace,Cape Verde,27,72,182.88,154,ST,Right,3600000.0,15000,78.0,70.0,66.0,75.0,74.0,62.0
3813,T. Zengin,Beşiktaş JK,Turkey,34,72,193.04,198,GK,Right,1300000.0,23000,32.0,11.0,30.0,28.0,8.0,70.0
3814,B. Jeannot,Dijon FCO,France,26,72,182.88,172,ST,Right,3800000.0,12000,67.0,74.0,57.0,72.0,65.0,66.0
3815,M. Oikonomou,AEK Athens,Greece,25,72,187.96,187,RCB,Right,3400000.0,1000,53.0,14.0,49.0,53.0,48.0,86.0
3816,P. Stojanović,Dinamo Zagreb,Slovenia,22,72,177.8,159,RB,Right,3600000.0,1000,82.0,45.0,58.0,68.0,69.0,68.0
3817,B. Sarmiento,Newell's Old Boys,Argentina,28,72,170.18,146,CAM,Right,3100000.0,14000,82.0,67.0,70.0,71.0,73.0,57.0
3818,J. Hamad,Hammarby IF,Sweden,27,72,172.72,159,LM,Right,3300000.0,5000,76.0,62.0,73.0,72.0,69.0,60.0
3819,A. Al Habsi,Al Hilal,Oman,36,72,193.04,205,GK,Right,425000.0,12000,41.0,18.0,44.0,17.0,14.0,64.0
3820,L. Miranda,Defensa y Justicia,Argentina,24,72,172.72,154,CDM,Right,3600000.0,8000,79.0,59.0,65.0,74.0,70.0,60.0
3821,R. Holzhauser,Grasshopper Club Zürich,Austria,25,72,193.04,185,CDM,Left,3400000.0,10000,40.0,68.0,72.0,77.0,73.0,86.0
3822,Dani Giménez,Deportivo de La Coruña,Spain,34,72,182.88,170,GK,Right,1300000.0,6000,34.0,14.0,50.0,12.0,14.0,52.0
3823,Maycon,Shakhtar Donetsk,Brazil,20,72,172.72,157,CAM,Left,5500000.0,1000,70.0,58.0,76.0,69.0,69.0,65.0
3824,H. Kiyotake,Cerezo Osaka,Japan,28,72,172.72,146,RM,Right,3100000.0,7000,71.0,66.0,72.0,73.0,71.0,58.0
3825,D. Maroh,KFC Uerdingen 05,Slovenia,31,72,185.42,187,LCB,Right,2100000.0,6000,53.0,30.0,46.0,53.0,40.0,79.0
3826,E. Şen,MKE Ankaragücü,Belgium,29,72,180.34,165,CDM,Right,2400000.0,15000,67.0,57.0,58.0,72.0,68.0,67.0
3827,K. Onisiwo,1. FSV Mainz 05,Austria,26,72,187.96,187,RM,Right,3300000.0,19000,75.0,66.0,68.0,72.0,75.0,78.0
3828,S. Juklerød,Royal Antwerp FC,Norway,24,72,187.96,176,LB,Left,3500000.0,8000,87.0,59.0,68.0,68.0,74.0,73.0
3829,P. Stenzel,SC Freiburg,Germany,22,72,182.88,163,RB,Right,3500000.0,14000,63.0,55.0,63.0,73.0,70.0,60.0
3830,M. Camara,Olympiacos CFP,Guinea,21,72,180.34,179,LDM,Right,4400000.0,1000,66.0,49.0,60.0,70.0,71.0,80.0
3831,Douglas,Shimizu S-Pulse,Brazil,30,72,182.88,163,LS,Left,3000000.0,4000,74.0,74.0,41.0,72.0,71.0,83.0
3832,D. Le Tallec,Montpellier HSC,France,28,72,187.96,176,LCM,Right,2800000.0,17000,68.0,60.0,63.0,70.0,69.0,77.0
3833,R. Gosens,Atalanta,Germany,23,72,182.88,168,LM,Left,4200000.0,16000,76.0,59.0,64.0,73.0,74.0,65.0
3834,R. Bobadilla,Argentinos Juniors,Paraguay,31,72,177.8,201,ST,Right,2800000.0,11000,66.0,70.0,60.0,70.0,71.0,90.0
3835,K. Wolze,MSV Duisburg,Germany,28,72,175.26,154,LB,Left,2500000.0,7000,80.0,70.0,70.0,71.0,71.0,71.0
3836,C. Basham,Sheffield United,England,29,72,190.5,176,RCB,Right,2400000.0,10000,66.0,33.0,59.0,53.0,61.0,79.0
3837,J. Cabot,FC Lorient,France,24,72,165.1,141,RW,Right,4300000.0,6000,92.0,71.0,52.0,73.0,79.0,50.0
3838,Gonçalo Silva,Os Belenenses,Portugal,27,72,185.42,174,LCB,Right,3000000.0,5000,60.0,28.0,35.0,48.0,40.0,73.0
3839,C. Arboleda,Independiente Santa Fe,Colombia,32,72,170.18,132,RB,Right,1700000.0,4000,86.0,47.0,58.0,67.0,69.0,31.0
3840,G. Lajud,Club Tijuana,Mexico,24,72,180.34,176,GK,Right,2900000.0,10000,47.0,14.0,45.0,21.0,16.0,64.0
3841,Unai Simón,Athletic Club de Bilbao,Spain,21,72,190.5,196,GK,Right,3900000.0,8000,46.0,14.0,31.0,16.0,12.0,73.0
3842,C. Knasmüllner,SK Rapid Wien,Austria,26,72,180.34,154,CAM,Right,3900000.0,14000,78.0,66.0,72.0,75.0,72.0,65.0
3843,L. Lollo,River Plate,Argentina,31,72,182.88,187,CB,Right,2100000.0,15000,34.0,25.0,30.0,55.0,37.0,82.0
3844,A. Milić,RSC Anderlecht,Croatia,24,72,187.96,187,LB,Left,3500000.0,11000,42.0,34.0,54.0,62.0,49.0,77.0
3845,Ronaldo Vieira,Sampdoria,England,19,72,177.8,154,CDM,Right,4000000.0,9000,77.0,53.0,66.0,73.0,71.0,79.0
3846,S. Bahoken,Angers SCO,Cameroon,26,72,185.42,172,ST,Right,3900000.0,18000,79.0,76.0,51.0,69.0,71.0,75.0
3847,Ontiveros,Málaga CF,Spain,20,72,170.18,165,RM,Right,5000000.0,6000,76.0,68.0,67.0,75.0,74.0,42.0
